"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:51.4670", "35.7730", "21.1810", "54.5130",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:42.4760", "34.2210", "20.7940", "47.4610",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.6590", "35.1920", "21.0830", "48.3840",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.9290", "34.7360", "21.4390", "47.7540",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:45.0200", "35.6480", "21.2270", "48.1450",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.6000", "35.0940", "21.2620", "48.2440",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
Average,,,"01:46.5477", "36.2736", "21.2232", "49.0509"
Best possible,,, "01:42.2430", "34.2210", "20.6280", "47.3940"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Nick Chin"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:59.6620", "46.9870", "21.9780", "50.6970",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:59.0980", "35.6500", "27.1840", "56.2640",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.1350", "34.8310", "21.2940", "48.0100",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:46.3110", "33.3880", "20.8930", "52.0300",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.5480", "34.4070", "21.1130", "49.0280",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.2210", "33.7150", "20.2720", "46.2340",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:46.0110", "35.0680", "21.8610", "49.0820",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:42.3830", "34.3250", "20.9660", "47.0920",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:42.8000", "34.1480", "21.3530", "47.2990",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.8260", "33.9460", "21.2080", "48.6720",  "F:ST - R:ST",     "0 ",  
Average,,,"01:46.8995", "35.6465", "21.8122", "49.4408"
Best possible,,, "01:39.8940", "33.3880", "20.2720", "46.2340"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Olilem"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:02.3880", "48.9300", "22.2430", "51.2150",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:48.3730", "36.1970", "22.6580", "49.5180",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.7750", "34.7180", "21.0160", "48.0410",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:46.5670", "35.7870", "22.0220", "48.7580",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:45.3500", "34.9430", "21.3890", "49.0180",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:43.8620", "34.6620", "21.6900", "47.5100",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.0560", "35.1380", "20.9790", "47.9390",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.2440", "34.9660", "21.4600", "47.8180",  "F:ST - R:ST",     "0 ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:45.2010", "35.8780", "21.4610", "47.8620",  "F:ST - R:ST",     "3  (0s e.t. <>  0s gain) ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:46.1640", "34.7940", "21.6090", "49.7610",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
Average,,,"01:46.9980", "36.6013", "21.6527", "48.7440"
Best possible,,, "01:43.1510", "34.6620", "20.9790", "47.5100"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Aitor Montero"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:01.6090", "48.2190", "22.2380", "51.1520",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:51.5970", "37.3100", "23.5620", "50.7250",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:46.2670", "35.7830", "21.4250", "49.0590",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:45.4900", "35.0070", "20.4880", "49.9950",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:47.4650", "36.7260", "21.5050", "49.2340",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:40.8520", "34.2110", "20.3490", "46.2920",  "F:ST - R:ST",     "0 ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:47.6590", "35.5510", "21.2400", "50.8680",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:45.3330", "35.9200", "21.1320", "48.2810",  "F:ST - R:ST",     "4  (0s e.t. <>  0s gain) ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:45.1820", "35.8330", "21.2130", "48.1360",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:45.4110", "36.1240", "21.1370", "48.1500",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
Average,,,"01:47.6865", "37.0684", "21.4289", "49.1892"
Best possible,,, "01:40.8520", "34.2110", "20.3490", "46.2920"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Ali YARDIMCI"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:58.8540", "46.1470", "22.2520", "50.4550",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:46.0600", "36.0170", "21.5020", "48.5410",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:48.2030", "36.2440", "21.6410", "50.3180",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "02:00.9900", "37.0290", "22.3190", "61.6420",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:42.9780", "34.5770", "20.4440", "47.9570",  "F:ST - R:ST",     "0 ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:45.9070", "35.2880", "21.5510", "49.0680",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:44.4640", "35.6050", "20.7860", "48.0730",  "F:ST - R:ST",     "0 ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:55.7640", "35.8620", "20.9970", "58.9050",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:46.2760", "35.3520", "21.6760", "49.2480",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:45.3140", "35.1280", "21.3700", "48.8160",  "F:ST - R:ST",     "3  (0s e.t. <>  0s gain) ",  
Average,,,"01:49.4810", "36.7249", "21.4538", "51.3023"
Best possible,,, "01:42.9780", "34.5770", "20.4440", "47.9570"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Cameron McIntyre"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "02:00.3620", "47.5530", "22.0320", "50.7770",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:50.3970", "36.0830", "25.3710", "48.9430",  "F:ST - R:ST",     "0 ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:47.7290", "36.7460", "21.7000", "49.2830",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:46.6890", "34.9220", "20.8710", "50.8960",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:50.8430", "36.6970", "21.7400", "52.4060",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"6 ", vrc_formula_lithium_2023_csp, no,"0", "01:46.0400", "34.4370", "20.6000", "51.0030",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"7 ", vrc_formula_lithium_2023_csp, no,"0", "01:46.7240", "35.8320", "21.3390", "49.5530",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"8 ", vrc_formula_lithium_2023_csp, no,"0", "01:53.3260", "35.3370", "21.8240", "56.1650",  "F:ST - R:ST",     "1  (0s e.t. <>  0s gain) ",  
"9 ", vrc_formula_lithium_2023_csp, no,"0", "01:47.6820", "35.6680", "21.3520", "50.6620",  "F:ST - R:ST",     "0 ",  
"10 ", vrc_formula_lithium_2023_csp, no,"0", "01:47.0280", "36.1660", "22.0140", "48.8480",  "F:ST - R:ST",     "3  (0s e.t. <>  0s gain) ",  
Average,,,"01:49.6820", "36.9441", "21.8843", "50.8536"
Best possible,,, "01:43.8850", "34.4370", "20.6000", "48.8480"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Darkzi"
"1 ", vrc_formula_lithium_2023_csp, no,"0", "01:48.6830", "40.9770", "21.1760", "46.5300",  "F:ST - R:ST",     "0 ",  
"2 ", vrc_formula_lithium_2023_csp, no,"0", "01:49.1910", "34.0900", "20.9380", "54.1630",  "F:ST - R:ST",     "2  (0s e.t. <>  0s gain) ",  
"3 ", vrc_formula_lithium_2023_csp, no,"0", "01:39.8910", "33.3130", "20.4120", "46.1660",  "F:ST - R:ST",     "0 ",  
"4 ", vrc_formula_lithium_2023_csp, no,"0", "01:42.7080", "33.6410", "20.6740", "48.3930",  "F:ST - R:ST",     "0 ",  
"5 ", vrc_formula_lithium_2023_csp, no,"0", "01:42.6090", "34.9330", "20.5740", "47.1020",  "F:ST - R:ST",     "0 ",  
Average,,,"01:44.6164", "35.3908", "20.7548", "48.4708"
Best possible,,, "01:39.8910", "33.3130", "20.4120", "46.1660"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Skyp Cooper"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Alexander Sze"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Alfie Bevan"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Law Loki"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Viktor Nightingale"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"potatolad165"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Veit Kolbe"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Diego Domingo"
No laps for this driver

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,    Cuts, 
"Moskito1116"
No laps for this driver


Race 1 best laps
'======================
'------------------------
Overall top (20)
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "01:37.9550", ""
"bright", "vrc_formula_lithium_2023_csp", "01:38.8150", "0.86"
"Nahteyue", "vrc_formula_lithium_2023_csp", "01:39.5150", "1.56"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:39.6540", "1.699"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:39.7600", "1.805"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:39.7790", "1.824"
"Ks", "vrc_formula_lithium_2023_csp", "01:39.8370", "1.882"
"Darkzi", "vrc_formula_lithium_2023_csp", "01:39.8910", "1.936"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:39.9020", "1.947"
"novic", "vrc_formula_lithium_2023_csp", "01:39.9650", "2.01"
"Nick Chin", "vrc_formula_lithium_2023_csp", "01:40.2210", "2.266"
"bright", "vrc_formula_lithium_2023_csp", "01:40.2520", "2.297"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:40.3970", "2.442"
"bright", "vrc_formula_lithium_2023_csp", "01:40.4240", "2.469"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "01:40.4300", "2.475"
"bright", "vrc_formula_lithium_2023_csp", "01:40.5500", "2.595"
"bright", "vrc_formula_lithium_2023_csp", "01:40.5950", "2.64"
"Shane Ross", "vrc_formula_lithium_2023_csp", "01:40.6090", "2.654"
"novic", "vrc_formula_lithium_2023_csp", "01:40.8300", "2.875"
"Aitor Montero", "vrc_formula_lithium_2023_csp", "01:40.8520", "2.897"


'------------------------
Per driver
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "01:37.9550", ""
"Nahteyue", "vrc_formula_lithium_2023_csp", "01:39.5150", "1.56"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "01:39.6540", "1.699"
"Ks", "vrc_formula_lithium_2023_csp", "01:39.8370", "1.882"
"Darkzi", "vrc_formula_lithium_2023_csp", "01:39.8910", "1.936"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "01:39.9020", "1.947"
"novic", "vrc_formula_lithium_2023_csp", "01:39.9650", "2.01"
"Nick Chin", "vrc_formula_lithium_2023_csp", "01:40.2210", "2.266"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "01:40.4300", "2.475"
"Shane Ross", "vrc_formula_lithium_2023_csp", "01:40.6090", "2.654"
"Aitor Montero", "vrc_formula_lithium_2023_csp", "01:40.8520", "2.897"
"Tareek", "vrc_formula_lithium_2023_csp", "01:41.3730", "3.418"
"Jack Olivier", "vrc_formula_lithium_2023_csp", "01:41.5450", "3.59"
"cndelta", "vrc_formula_lithium_2023_csp", "01:42.3110", "4.356"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "01:42.3200", "4.365"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "01:42.9780", "5.023"
"Olilem", "vrc_formula_lithium_2023_csp", "01:43.7750", "5.82"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "01:46.5810", "8.626"
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "01:46.6890", "8.734"


Race 1 consistency
'======================
Driver, Vehicle, Consistency,
"Olilem", "vrc_formula_lithium_2023_csp", "98.43%  1.6305",
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "97.80%  2.3505",
"Tareek", "vrc_formula_lithium_2023_csp", "97.56%  2.4725",
"Darkzi", "vrc_formula_lithium_2023_csp", "97.23%  2.7675",
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "97.04%  2.9497",
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "97.00%  2.9963",
"bright", "vrc_formula_lithium_2023_csp", "96.94%  2.9997",
"novic", "vrc_formula_lithium_2023_csp", "96.84%  3.1568",
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "96.74%  3.3555",
"Shane Ross", "vrc_formula_lithium_2023_csp", "96.60%  3.4175",
"Nick Chin", "vrc_formula_lithium_2023_csp", "96.40%  3.609",
"Ks", "vrc_formula_lithium_2023_csp", "96.29%  3.704",
"Josh Brookes", "vrc_formula_lithium_2023_csp", "96.06%  3.959",
"Nahteyue", "vrc_formula_lithium_2023_csp", "95.84%  4.1432",
"Miguel Soto", "vrc_formula_lithium_2023_csp", "95.60%  4.5028",
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "-",
"Jack Olivier", "vrc_formula_lithium_2023_csp", "-",
"cndelta", "vrc_formula_lithium_2023_csp", "-",
"Aitor Montero", "vrc_formula_lithium_2023_csp", "-",
"Skyp Cooper", "vrc_formula_lithium_2023_csp", "-",
"Alexander Sze", "vrc_formula_lithium_2023_csp", "-",
"Alfie Bevan", "vrc_formula_lithium_2023_csp", "-",
"Law Loki", "vrc_formula_lithium_2023_csp", "-",
"Viktor Nightingale", "vrc_formula_lithium_2023_csp", "-",
"potatolad165", "vrc_formula_lithium_2023_csp", "-",
"Veit Kolbe", "vrc_formula_lithium_2023_csp", "-",
"Diego Domingo", "vrc_formula_lithium_2023_csp", "-",
"Moskito1116", "vrc_formula_lithium_2023_csp", "-",




Race 1 sectors
'======================
'------------------------
Sector 1
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "32.7100", "-"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "32.9580", "0.2480"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "33.1400", "0.4300"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "33.1440", "0.4340"
"novic", "vrc_formula_lithium_2023_csp", "33.2040", "0.4940"
"Nahteyue", "vrc_formula_lithium_2023_csp", "33.2170", "0.5070"
"Darkzi", "vrc_formula_lithium_2023_csp", "33.3130", "0.6030"
"Nick Chin", "vrc_formula_lithium_2023_csp", "33.3880", "0.6780"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "33.5380", "0.8280"
"Shane Ross", "vrc_formula_lithium_2023_csp", "33.6490", "0.9390"
"cndelta", "vrc_formula_lithium_2023_csp", "33.7520", "1.0420"
"Ks", "vrc_formula_lithium_2023_csp", "33.7810", "1.0710"
"Tareek", "vrc_formula_lithium_2023_csp", "33.8000", "1.0900"
"Jack Olivier", "vrc_formula_lithium_2023_csp", "33.8010", "1.0910"
"Aitor Montero", "vrc_formula_lithium_2023_csp", "34.2110", "1.5010"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "34.2210", "1.5110"
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "34.4370", "1.7270"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "34.5770", "1.8670"
"Olilem", "vrc_formula_lithium_2023_csp", "34.6620", "1.9520"
'------------------------
Sector 2
'------------------------
Driver, Vehicle, Time, Gap,
"Nahteyue", "vrc_formula_lithium_2023_csp", "20.0340", "-"
"bright", "vrc_formula_lithium_2023_csp", "20.0470", "0.0130"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "20.0610", "0.0270"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "20.1280", "0.0940"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "20.1380", "0.1040"
"cndelta", "vrc_formula_lithium_2023_csp", "20.1690", "0.1350"
"novic", "vrc_formula_lithium_2023_csp", "20.2330", "0.1990"
"Nick Chin", "vrc_formula_lithium_2023_csp", "20.2720", "0.2380"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "20.2760", "0.2420"
"Ks", "vrc_formula_lithium_2023_csp", "20.2910", "0.2570"
"Aitor Montero", "vrc_formula_lithium_2023_csp", "20.3490", "0.3150"
"Shane Ross", "vrc_formula_lithium_2023_csp", "20.3710", "0.3370"
"Darkzi", "vrc_formula_lithium_2023_csp", "20.4120", "0.3780"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "20.4440", "0.4100"
"Tareek", "vrc_formula_lithium_2023_csp", "20.5430", "0.5090"
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "20.6000", "0.5660"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "20.6280", "0.5940"
"Jack Olivier", "vrc_formula_lithium_2023_csp", "20.6820", "0.6480"
"Olilem", "vrc_formula_lithium_2023_csp", "20.9790", "0.9450"
'------------------------
Sector 3
'------------------------
Driver, Vehicle, Time, Gap,
"bright", "vrc_formula_lithium_2023_csp", "45.1980", "-"
"cndelta", "vrc_formula_lithium_2023_csp", "45.6350", "0.4370"
"Ks", "vrc_formula_lithium_2023_csp", "45.7650", "0.5670"
"Mateusz Wasik", "vrc_formula_lithium_2023_csp", "45.7700", "0.5720"
"Jens Beetsma", "vrc_formula_lithium_2023_csp", "45.7870", "0.5890"
"Colin Kinzer", "vrc_formula_lithium_2023_csp", "45.8150", "0.6170"
"novic", "vrc_formula_lithium_2023_csp", "46.0340", "0.8360"
"Darkzi", "vrc_formula_lithium_2023_csp", "46.1660", "0.9680"
"Nick Chin", "vrc_formula_lithium_2023_csp", "46.2340", "1.0360"
"Nahteyue", "vrc_formula_lithium_2023_csp", "46.2640", "1.0660"
"Aitor Montero", "vrc_formula_lithium_2023_csp", "46.2920", "1.0940"
"Jack Olivier", "vrc_formula_lithium_2023_csp", "46.5040", "1.3060"
"Shane Ross", "vrc_formula_lithium_2023_csp", "46.5890", "1.3910"
"Josh Brookes", "vrc_formula_lithium_2023_csp", "46.6650", "1.4670"
"Tareek", "vrc_formula_lithium_2023_csp", "47.0080", "1.8100"
"Miguel Soto", "vrc_formula_lithium_2023_csp", "47.3940", "2.1960"
"Olilem", "vrc_formula_lithium_2023_csp", "47.5100", "2.3120"
"Ali YARDIMCI", "vrc_formula_lithium_2023_csp", "47.9570", "2.7590"
"Cameron McIntyre", "vrc_formula_lithium_2023_csp", "48.8480", "3.6500"


Race 1 incidents
'======================
Date, Incident, Worth reviewing
"", "Colin Kinzer reported contact with another vehicle novic. Impact speed: 18.29663",
"", "Nick Chin reported contact with another vehicle Ali YARDIMCI. Impact speed: 20.98984",
"", "Ali YARDIMCI reported contact with another vehicle Nick Chin. Impact speed: 9.082856",
"", "novic reported contact with another vehicle Colin Kinzer. Impact speed: 1.5917381",
"", "Mateusz Wasik reported contact with another vehicle Colin Kinzer. Impact speed: 5.1717486",
"", "Colin Kinzer reported contact with another vehicle Mateusz Wasik. Impact speed: 4.2920637",
"", "cndelta reported contact with another vehicle Colin Kinzer. Impact speed: 23.078594",
"", "cndelta reported contact with another vehicle Jack Olivier. Impact speed: 56.277176",
"", "Jack Olivier reported contact with another vehicle cndelta. Impact speed: 44.714684",
"", "Colin Kinzer reported contact with another vehicle cndelta. Impact speed: 18.9912",
"", "bright reported contact with another vehicle Jens Beetsma. Impact speed: 27.961311",
"", "Jens Beetsma reported contact with another vehicle bright. Impact speed: 12.189011",
"", "bright reported contact with another vehicle Jens Beetsma. Impact speed: 2.470902",
"", "Olilem reported contact with another vehicle Aitor Montero. Impact speed: 31.099531",
"", "Aitor Montero reported contact with another vehicle Olilem. Impact speed: 41.96957",
"", "Aitor Montero reported contact with environment. Impact speed: 85.03789",
"", "Nahteyue reported contact with another vehicle Jack Olivier. Impact speed: 6.1234865",
"", "Jens Beetsma reported contact with another vehicle bright. Impact speed: 14.668607",
"", "bright reported contact with another vehicle Jens Beetsma. Impact speed: 4.5476766",
"", "Jack Olivier reported contact with another vehicle Ks. Impact speed: 11.3187",
"", "Cameron McIntyre reported contact with another vehicle Shane Ross. Impact speed: 7.5625296",
"", "Shane Ross reported contact with another vehicle Cameron McIntyre. Impact speed: 13.574735",
"", "Shane Ross reported contact with another vehicle Nick Chin. Impact speed: 21.339935",
"", "Ks reported contact with another vehicle Jack Olivier. Impact speed: 12.675734",
"", "Ks reported contact with another vehicle Nahteyue. Impact speed: 8.71248",
"", "Nick Chin reported contact with another vehicle Shane Ross. Impact speed: 5.2104683",
"", "Jens Beetsma reported contact with another vehicle bright. Impact speed: 10.4852295",
"", "cndelta reported contact with another vehicle Nick Chin. Impact speed: 26.469126",
"", "Nick Chin reported contact with another vehicle cndelta. Impact speed: 21.360508",
"", "cndelta reported contact with another vehicle Cameron McIntyre. Impact speed: 25.470968",
"", "Cameron McIntyre reported contact with another vehicle cndelta. Impact speed: 25.818913",
"", "Cameron McIntyre reported contact with another vehicle Shane Ross. Impact speed: 51.230297",
"", "Cameron McIntyre reported contact with environment. Impact speed: 62.980587",
"", "Shane Ross reported contact with another vehicle Cameron McIntyre. Impact speed: 35.431583",
"", "cndelta reported contact with environment. Impact speed: 9.901926",
"", "Aitor Montero reported contact with another vehicle Nick Chin. Impact speed: 9.592858",
"", "Nick Chin reported contact with another vehicle Aitor Montero. Impact speed: 14.5423",
"", "Jens Beetsma reported contact with another vehicle Mateusz Wasik. Impact speed: 22.795403",
"", "bright reported contact with another vehicle Mateusz Wasik. Impact speed: 7.9710135",
"", "Mateusz Wasik reported contact with another vehicle Jens Beetsma. Impact speed: 22.167803",
"", "Mateusz Wasik reported contact with another vehicle bright. Impact speed: 18.268923",
"", "Jack Olivier reported contact with another vehicle Ks. Impact speed: 8.367978",
"", "Ks reported contact with another vehicle Jack Olivier. Impact speed: 16.914045",
"", "Jack Olivier reported contact with another vehicle Ks. Impact speed: 4.591337",
"", "Mateusz Wasik reported contact with environment. Impact speed: 13.763438",
"", "Mateusz Wasik reported contact with another vehicle Nahteyue. Impact speed: 11.929874",
"", "Nahteyue reported contact with another vehicle Mateusz Wasik. Impact speed: 21.645416",
"", "Ks reported contact with another vehicle Nahteyue. Impact speed: 23.117281",
"", "Nahteyue reported contact with another vehicle Ks. Impact speed: 3.6106734",
"", "Nahteyue reported contact with another vehicle Jack Olivier. Impact speed: 93.83035",
"", "Tareek reported contact with another vehicle Nahteyue. Impact speed: 3.0643444",
"", "Jack Olivier reported contact with another vehicle Nahteyue. Impact speed: 89.4101",
"", "Nahteyue reported contact with another vehicle Tareek. Impact speed: 66.67264",
"", "Nahteyue reported contact with another vehicle Ali YARDIMCI. Impact speed: 17.52219",
"", "Tareek reported contact with another vehicle Jack Olivier. Impact speed: 10.015455",
"", "Tareek reported contact with another vehicle Jack Olivier. Impact speed: 11.39192",
"", "Jack Olivier reported contact with another vehicle Tareek. Impact speed: 2.5643005",
"", "Cameron McIntyre reported contact with another vehicle Ali YARDIMCI. Impact speed: 112.581856",
"", "Ali YARDIMCI reported contact with another vehicle Cameron McIntyre. Impact speed: 124.78663",
"", "Ali YARDIMCI reported contact with another vehicle Nick Chin. Impact speed: 136.45819",
"", "Nick Chin reported contact with another vehicle Ali YARDIMCI. Impact speed: 137.17798",
"", "Darkzi reported contact with another vehicle Mateusz Wasik. Impact speed: 16.601822",
"", "Mateusz Wasik reported contact with another vehicle Darkzi. Impact speed: 2.8803124",
"", "Darkzi reported contact with another vehicle Mateusz Wasik. Impact speed: 5.530742",
